island,site,transect,status,short,size,taxa,morphology
Salisi Besar,SBD1,1,degraded,acrb,2,Acropora,caespitose
Salisi Besar,SBD1,1,degraded,porm,4,Porites,massive
Salisi Besar,SBD1,1,degraded,porm,10,Porites,massive
Salisi Besar,SBD1,2,degraded,porm,9,Porites,massive
Salisi Besar,SBD1,2,degraded,gonm,11,Goniastrea,massive
Salisi Besar,SBD1,2,degraded,porm,4,Porites,massive
Salisi Besar,SBD1,2,degraded,favm,30,Favia,massive
Salisi Besar,SBD1,3,degraded,styb,6,Stylophora,branching
Salisi Besar,SBD1,3,degraded,lepe,5,Leptastrea,encrusting
Salisi Besar,SBD1,4,degraded,pore,4,Porites,encrusting
Salisi Besar,SBD1,4,degraded,porm,3,Porites,massive
Salisi Besar,SBD1,4,degraded,cype,6,Cyphastrea,encrusting
Salisi Besar,SBD1,4,degraded,lepe,13,Leptastrea,encrusting
Salisi Besar,SBD1,4,degraded,fate,5,Favites,encrusting
Salisi Besar,SBD1,4,degraded,isos,16,Isopora,submassive
Salisi Besar,SBD2,1,degraded,mope,12,Montipora,encrusting
Salisi Besar,SBD2,1,degraded,porm,5,Porites,massive
Salisi Besar,SBD2,2,degraded,acrt,23,Acropora,table
Salisi Besar,SBD2,2,degraded,porm,23,Porites,massive
Salisi Besar,SBD2,4,degraded,lepe,6,Leptastrea,encrusting
Salisi Besar,SBD3,1,degraded,isos,28,Isopora,submassive
Salisi Besar,SBD3,1,degraded,mope,2,Montipora,encrusting
Salisi Besar,SBD3,1,degraded,fun,3,Fungia,freeliving
Salisi Besar,SBD3,1,degraded,porm,3,Porites,massive
Salisi Besar,SBD3,1,degraded,porm,22,Porites,massive
Salisi Besar,SBD3,1,degraded,galm,10,Galaxea,massive
Salisi Besar,SBD3,1,degraded,galm,12,Galaxea,massive
Salisi Besar,SBD3,1,degraded,asrm,8,Astrea,massive
Salisi Besar,SBD3,1,degraded,serb,16,Seriatopora,branching
Salisi Besar,SBD3,2,degraded,gonm,8,Goniastrea,massive
Salisi Besar,SBD3,2,degraded,psae,11,Psammocora,encrusting
Salisi Besar,SBD3,2,degraded,fate,3,Favites,encrusting
Salisi Besar,SBD3,2,degraded,pore,2,Porites,encrusting
Salisi Besar,SBD3,2,degraded,psae,4,Psammocora,encrusting
Salisi Besar,SBD3,2,degraded,pore,2,Porites,encrusting
Salisi Besar,SBD3,2,degraded,porm,17,Porites,massive
Salisi Besar,SBD3,2,degraded,porm,5,Porites,massive
Salisi Besar,SBD3,2,degraded,acrb,5,Acropora,caespitose
Salisi Besar,SBD3,2,degraded,gonm,17,Goniastrea,massive
Salisi Besar,SBD3,2,degraded,dism,7,Dipsastraea,massive
Salisi Besar,SBD3,2,degraded,pore,3,Porites,encrusting
Salisi Besar,SBD3,2,degraded,dism,6,Dipsastraea,massive
Salisi Besar,SBD3,2,degraded,fatm,6,Favites,massive
Salisi Besar,SBD3,3,degraded,acro,9,Acropora,corymbose
Salisi Besar,SBD3,3,degraded,porm,11,Porites,massive
Salisi Besar,SBD3,3,degraded,porm,44,Porites,massive
Salisi Besar,SBD3,4,degraded,porm,13,Porites,massive
Salisi Besar,SBD3,4,degraded,porm,5,Porites,massive
Salisi Besar,SBD3,4,degraded,serb,6,Seriatopora,branching
Salisi Besar,SBD3,4,degraded,pore,2,Porites,encrusting
Salisi Besar,SBD3,4,degraded,pore,2,Porites,encrusting
Salisi Besar,SBD3,4,degraded,asre,3,Astrea,encrusting
Salisi Besar,SBRN1,1,0,serb,5,Seriatopora,branching
Salisi Besar,SBRN1,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acro,12,Acropora,corymbose
Salisi Besar,SBRN1,1,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN1,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN1,1,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN1,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,1,0,fatm,15,Favites,massive
Salisi Besar,SBRN1,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN1,1,0,hydb,2,Hydnophora,branching
Salisi Besar,SBRN1,1,0,mope,5,Montipora,encrusting
Salisi Besar,SBRN1,1,0,mope,6,Montipora,encrusting
Salisi Besar,SBRN1,1,0,porm,5,Porites,massive
Salisi Besar,SBRN1,1,0,acrb,10,Acropora,caespitose
Salisi Besar,SBRN1,1,0,mope,16,Montipora,encrusting
Salisi Besar,SBRN1,1,0,pore,28,Porites,encrusting
Salisi Besar,SBRN1,1,0,pore,6,Porites,encrusting
Salisi Besar,SBRN1,1,0,pore,10,Porites,encrusting
Salisi Besar,SBRN1,1,0,plam,16,Platygyra,massive
Salisi Besar,SBRN1,1,0,gonm,14,Goniastrea,massive
Salisi Besar,SBRN1,1,0,pore,18,Porites,encrusting
Salisi Besar,SBRN1,1,0,psae,10,Psammocora,encrusting
Salisi Besar,SBRN1,1,0,psae,4,Psammocora,encrusting
Salisi Besar,SBRN1,1,0,fatm,38,Favites,massive
Salisi Besar,SBRN1,1,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,1,0,acrb,11,Acropora,caespitose
Salisi Besar,SBRN1,1,0,hydb,11,Hydnophora,branching
Salisi Besar,SBRN1,1,0,hydb,3,Hydnophora,branching
Salisi Besar,SBRN1,2,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acrb,10,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN1,2,0,styb,5,Stylophora,branching
Salisi Besar,SBRN1,2,0,porm,7,Porites,massive
Salisi Besar,SBRN1,2,0,cype,3,Cyphastrea,encrusting
Salisi Besar,SBRN1,2,0,cype,15,Cyphastrea,encrusting
Salisi Besar,SBRN1,2,0,pore,5,Porites,encrusting
Salisi Besar,SBRN1,2,0,serb,12,Seriatopora,branching
Salisi Besar,SBRN1,2,0,gone,4,Goniastrea,encrusting
Salisi Besar,SBRN1,2,0,fatm,17,Favites,massive
Salisi Besar,SBRN1,2,0,fate,12,Favites,encrusting
Salisi Besar,SBRN1,2,0,fate,8,Favites,encrusting
Salisi Besar,SBRN1,2,0,porm,24,Porites,massive
Salisi Besar,SBRN1,2,0,mope,10,Montipora,encrusting
Salisi Besar,SBRN1,2,0,fatm,20,Favites,massive
Salisi Besar,SBRN1,2,0,styb,23,Stylophora,branching
Salisi Besar,SBRN1,2,0,mope,3,Montipora,encrusting
Salisi Besar,SBRN1,2,0,porm,8,Porites,massive
Salisi Besar,SBRN1,2,0,porm,14,Porites,massive
Salisi Besar,SBRN1,2,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN1,2,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN1,2,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN1,2,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN1,2,0,hydb,4,Hydnophora,branching
Salisi Besar,SBRN1,2,0,porb,3,Porites,branching
Salisi Besar,SBRN1,2,0,styb,17,Stylophora,branching
Salisi Besar,SBRN1,2,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acro,11,Acropora,corymbose
Salisi Besar,SBRN1,2,0,porb,5,Porites,branching
Salisi Besar,SBRN1,2,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acrb,21,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN1,2,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,2,0,acro,2,Acropora,corymbose
Salisi Besar,SBRN1,2,0,mope,16,Montipora,encrusting
Salisi Besar,SBRN1,2,0,serb,10,Seriatopora,branching
Salisi Besar,SBRN1,3,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN1,3,0,styb,7,Stylophora,branching
Salisi Besar,SBRN1,3,0,styb,10,Stylophora,branching
Salisi Besar,SBRN1,3,0,ecpb,8,Echinopora,branching
Salisi Besar,SBRN1,3,0,ecpb,5,Echinopora,branching
Salisi Besar,SBRN1,3,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN1,3,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN1,3,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN1,3,0,porb,5,Porites,branching
Salisi Besar,SBRN1,3,0,porb,4,Porites,branching
Salisi Besar,SBRN1,3,0,lobm,5,Lobophyllia,massive
Salisi Besar,SBRN1,3,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN1,3,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN1,3,0,serb,8,Seriatopora,branching
Salisi Besar,SBRN1,3,0,porb,2,Porites,branching
Salisi Besar,SBRN1,3,0,hydb,3,Hydnophora,branching
Salisi Besar,SBRN1,3,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN1,3,0,styb,7,Stylophora,branching
Salisi Besar,SBRN1,3,0,acrb,13,Acropora,caespitose
Salisi Besar,SBRN1,3,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN1,4,0,mopb,8,Montipora,branching
Salisi Besar,SBRN1,4,0,porm,5,Porites,massive
Salisi Besar,SBRN1,4,0,gone,7,Goniastrea,encrusting
Salisi Besar,SBRN1,4,0,gone,2,Goniastrea,encrusting
Salisi Besar,SBRN1,4,0,fatm,12,Favites,massive
Salisi Besar,SBRN1,4,0,pore,6,Porites,encrusting
Salisi Besar,SBRN1,4,0,pore,4,Porites,encrusting
Salisi Besar,SBRN1,4,0,galm,3,Galaxea,massive
Salisi Besar,SBRN1,4,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN1,4,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN1,4,0,ecpb,6,Echinopora,branching
Salisi Besar,SBRN1,4,0,pocb,5,Pocillopora,branching
Salisi Besar,SBRN1,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN1,4,0,pocb,17,Pocillopora,branching
Salisi Besar,SBRN1,4,0,hydb,5,Hydnophora,branching
Salisi Besar,SBRN1,4,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN1,4,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN1,4,0,serb,8,Seriatopora,branching
Salisi Besar,SBRN1,4,0,acro,11,Acropora,corymbose
Salisi Besar,SBRN1,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN2,1,0,styb,8,Stylophora,branching
Salisi Besar,SBRN2,1,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,1,0,mopb,3,Montipora,branching
Salisi Besar,SBRN2,1,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,13,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acro,12,Acropora,corymbose
Salisi Besar,SBRN2,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN2,1,0,ecpb,6,Echinopora,branching
Salisi Besar,SBRN2,1,0,porb,2,Porites,branching
Salisi Besar,SBRN2,1,0,acrt,6,Acropora,table
Salisi Besar,SBRN2,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrt,16,Acropora,table
Salisi Besar,SBRN2,1,0,hydb,5,Hydnophora,branching
Salisi Besar,SBRN2,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,1,0,porb,5,Porites,branching
Salisi Besar,SBRN2,1,0,porb,5,Porites,branching
Salisi Besar,SBRN2,1,0,porb,4,Porites,branching
Salisi Besar,SBRN2,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN2,1,0,porb,2,Porites,branching
Salisi Besar,SBRN2,1,0,porb,2,Porites,branching
Salisi Besar,SBRN2,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,1,0,acrt,12,Acropora,table
Salisi Besar,SBRN2,1,0,acrt,3,Acropora,table
Salisi Besar,SBRN2,1,0,acrt,3,Acropora,table
Salisi Besar,SBRN2,2,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acrt,2,Acropora,table
Salisi Besar,SBRN2,2,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acrb,13,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acrt,8,Acropora,table
Salisi Besar,SBRN2,2,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acrt,5,Acropora,table
Salisi Besar,SBRN2,2,0,acra,14,Acropora,arborescent
Salisi Besar,SBRN2,2,0,acrt,14,Acropora,table
Salisi Besar,SBRN2,2,0,acrt,9,Acropora,table
Salisi Besar,SBRN2,2,0,acrt,5,Acropora,table
Salisi Besar,SBRN2,2,0,acrt,11,Acropora,table
Salisi Besar,SBRN2,2,0,acrt,16,Acropora,table
Salisi Besar,SBRN2,2,0,acrb,11,Acropora,caespitose
Salisi Besar,SBRN2,2,0,porb,7,Porites,branching
Salisi Besar,SBRN2,2,0,acrt,9,Acropora,table
Salisi Besar,SBRN2,2,0,acrt,4,Acropora,table
Salisi Besar,SBRN2,2,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,2,0,porb,6,Porites,branching
Salisi Besar,SBRN2,2,0,porb,4,Porites,branching
Salisi Besar,SBRN2,2,0,acrt,27,Acropora,table
Salisi Besar,SBRN2,2,0,styb,18,Stylophora,branching
Salisi Besar,SBRN2,2,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN2,2,0,acrt,7,Acropora,table
Salisi Besar,SBRN2,2,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN2,2,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN2,3,0,hydb,7,Hydnophora,branching
Salisi Besar,SBRN2,3,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN2,3,0,porb,9,Porites,branching
Salisi Besar,SBRN2,3,0,acrb,8,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN2,3,0,porb,8,Porites,branching
Salisi Besar,SBRN2,3,0,porb,2,Porites,branching
Salisi Besar,SBRN2,3,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN2,3,0,styb,12,Stylophora,branching
Salisi Besar,SBRN2,3,0,acra,2,Acropora,arborescent
Salisi Besar,SBRN2,3,0,porb,8,Porites,branching
Salisi Besar,SBRN2,3,0,acrb,10,Acropora,caespitose
Salisi Besar,SBRN2,3,0,styb,6,Stylophora,branching
Salisi Besar,SBRN2,3,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN2,3,0,acrt,5,Acropora,table
Salisi Besar,SBRN2,3,0,porb,6,Porites,branching
Salisi Besar,SBRN2,3,0,acro,11,Acropora,corymbose
Salisi Besar,SBRN2,3,0,acrt,7,Acropora,table
Salisi Besar,SBRN2,3,0,acrt,4,Acropora,table
Salisi Besar,SBRN2,3,0,porb,3,Porites,branching
Salisi Besar,SBRN2,3,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN2,3,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN2,3,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,3,0,acrt,7,Acropora,table
Salisi Besar,SBRN2,3,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN2,3,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acrt,4,Acropora,table
Salisi Besar,SBRN2,4,0,mopb,7,Montipora,branching
Salisi Besar,SBRN2,4,0,acra,2,Acropora,arborescent
Salisi Besar,SBRN2,4,0,acra,7,Acropora,arborescent
Salisi Besar,SBRN2,4,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acrb,1,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acrt,10,Acropora,table
Salisi Besar,SBRN2,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acro,11,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acro,14,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acrt,6,Acropora,table
Salisi Besar,SBRN2,4,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN2,4,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acrt,5,Acropora,table
Salisi Besar,SBRN2,4,0,pocb,8,Pocillopora,branching
Salisi Besar,SBRN2,4,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN2,4,0,mope,15,Montipora,encrusting
Salisi Besar,SBRN2,4,0,porb,1,Porites,branching
Salisi Besar,SBRN2,4,0,mopb,8,Montipora,branching
Salisi Besar,SBRN2,4,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN2,4,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN2,4,0,porb,2,Porites,branching
Salisi Besar,SBRN2,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,17,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,1,0,styb,11,Stylophora,branching
Salisi Besar,SBRN3,1,0,pocb,16,Pocillopora,branching
Salisi Besar,SBRN3,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acro,13,Acropora,corymbose
Salisi Besar,SBRN3,1,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN3,1,0,porb,2,Porites,branching
Salisi Besar,SBRN3,1,0,acrb,15,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,12,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,7,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acra,4,Acropora,arborescent
Salisi Besar,SBRN3,1,0,acrb,13,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrt,4,Acropora,table
Salisi Besar,SBRN3,1,0,porb,4,Porites,branching
Salisi Besar,SBRN3,1,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN3,1,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN3,1,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN3,1,0,aCRA,4,Acropora,arborescent
Salisi Besar,SBRN3,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN3,1,0,porb,2,Porites,branching
Salisi Besar,SBRN3,1,0,mopb,5,Montipora,branching
Salisi Besar,SBRN3,1,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,5,Acropora,caespitose
Salisi Besar,SBRN3,1,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,1,0,porb,3,Porites,branching
Salisi Besar,SBRN3,2,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,9,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN3,2,0,styb,12,Stylophora,branching
Salisi Besar,SBRN3,2,0,pocb,10,Pocillopora,branching
Salisi Besar,SBRN3,2,0,pocb,6,Pocillopora,branching
Salisi Besar,SBRN3,2,0,acrb,10,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,4,Acropora,caespitose
Salisi Besar,SBRN3,2,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN3,2,0,porb,9,Porites,branching
Salisi Besar,SBRN3,2,0,acro,16,Acropora,corymbose
Salisi Besar,SBRN3,2,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,2,0,styb,16,Stylophora,branching
Salisi Besar,SBRN3,2,0,pocb,7,Pocillopora,branching
Salisi Besar,SBRN3,2,0,acrt,7,Acropora,table
Salisi Besar,SBRN3,2,0,styb,7,Stylophora,branching
Salisi Besar,SBRN3,2,0,pocb,11,Pocillopora,branching
Salisi Besar,SBRN3,2,0,acrb,3,Acropora,caespitose
Salisi Besar,SBRN3,2,0,styb,9,Stylophora,branching
Salisi Besar,SBRN3,2,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,3,0,styb,9,Stylophora,branching
Salisi Besar,SBRN3,3,0,acrt,3,Acropora,table
Salisi Besar,SBRN3,3,0,acrt,3,Acropora,table
Salisi Besar,SBRN3,3,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,3,0,porm,8,Porites,massive
Salisi Besar,SBRN3,3,0,acra,2,Acropora,arborescent
Salisi Besar,SBRN3,3,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN3,3,0,acra,10,Acropora,arborescent
Salisi Besar,SBRN3,3,0,acra,13,Acropora,arborescent
Salisi Besar,SBRN3,3,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acrt,7,Acropora,table
Salisi Besar,SBRN3,3,0,acrt,5,Acropora,table
Salisi Besar,SBRN3,3,0,acrt,5,Acropora,table
Salisi Besar,SBRN3,3,0,acro,2,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,9,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,3,0,pore,4,Porites,encrusting
Salisi Besar,SBRN3,3,0,dism,12,Dipsastraea,massive
Salisi Besar,SBRN3,3,0,porm,7,Porites,massive
Salisi Besar,SBRN3,3,0,mope,8,Montipora,encrusting
Salisi Besar,SBRN3,3,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,12,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,7,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,8,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acro,6,Acropora,corymbose
Salisi Besar,SBRN3,3,0,acrb,6,Acropora,caespitose
Salisi Besar,SBRN3,4,0,acro,2,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acrt,10,Acropora,table
Salisi Besar,SBRN3,4,0,acro,16,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acrd,4,Acropora,digitate
Salisi Besar,SBRN3,4,0,porm,4,Porites,massive
Salisi Besar,SBRN3,4,0,acrh,4,Acropora,hispidose
Salisi Besar,SBRN3,4,0,acrt,5,Acropora,table
Salisi Besar,SBRN3,4,0,acrt,4,Acropora,table
Salisi Besar,SBRN3,4,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acro,3,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acro,4,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acro,5,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acrt,11,Acropora,table
Salisi Besar,SBRN3,4,0,mopb,4,Montipora,branching
Salisi Besar,SBRN3,4,0,mopb,5,Montipora,branching
Salisi Besar,SBRN3,4,0,acrt,9,Acropora,table
Salisi Besar,SBRN3,4,0,acrb,2,Acropora,caespitose
Salisi Besar,SBRN3,4,0,acro,10,Acropora,corymbose
Salisi Besar,SBRN3,4,0,acrt,2,Acropora,table
Salisi Besar,SBRN3,4,0,acrt,5,Acropora,table
Salisi Besar,SBRN3,4,0,acrb,8,Acropora,caespitose
